59.015	  8.0000000	  0.9352912	 10.0000000	10000	10677	0.0128505666386
111.417	  8.0000000	  0.7376064	 20.0000000	10000	10677	0.0128505666386
184.745	  8.0000000	  0.6764436	 30.0000000	10000	10677	0.0128505666386
283.559	  8.0000000	  0.6501516	 40.0000000	10000	10677	0.0128505666386
398.334	  8.0000000	  0.6380410	 50.0000000	10000	10677	0.0128505666386
84.495	  1.0000000	  0.8358883	 10.0000000	10000	10677	0.0128505666386
192.984	  1.0000000	  0.6112722	 20.0000000	10000	10677	0.0128505666386
337.364	  1.0000000	  0.5298211	 30.0000000	10000	10677	0.0128505666386
520.169	  1.0000000	  0.4825039	 40.0000000	10000	10677	0.0128505666386
744.405	  1.0000000	  0.4487969	 50.0000000	10000	10677	0.0128505666386
61.636	  8.0000000	  0.9242313	 10.0000000	10000	10677	0.0132801067716
120.476	  8.0000000	  0.7308465	 20.0000000	10000	10677	0.0132801067716
203.124	  8.0000000	  0.6754834	 30.0000000	10000	10677	0.0132801067716
302.984	  8.0000000	  0.6441184	 40.0000000	10000	10677	0.0132801067716
428.689	  8.0000000	  0.6305077	 50.0000000	10000	10677	0.0132801067716
76.977	  1.0000000	  0.8307749	 10.0000000	10000	10677	0.013201920015
177.981	  1.0000000	  0.6071213	 20.0000000	10000	10677	0.013201920015
315.965	  1.0000000	  0.5263134	 30.0000000	10000	10677	0.013201920015
493.659	  1.0000000	  0.4804150	 40.0000000	10000	10677	0.013201920015
714.633	  1.0000000	  0.4477783	 50.0000000	10000	10677	0.013201920015
67.619	  6.0000000	  0.9054788	 10.0000000	11567	10677	0.0132369281739
137.529	  6.0000000	  0.7050879	 20.0000000	11567	10677	0.0132369281739
230.021	  6.0000000	  0.6436559	 30.0000000	11567	10677	0.0132369281739
348.888	  6.0000000	  0.6215653	 40.0000000	11567	10677	0.0132369281739
498.885	  6.0000000	  0.6043057	 50.0000000	11567	10677	0.0132369281739
87.251	  2.0000000	  0.8367773	 10.0000000	10000	10677	0.013201920015
187.018	  2.0000000	  0.6260144	 20.0000000	10000	10677	0.013201920015
